821
824,840,7,2
811,837,10,4
829,856,6,5
802,857,4,10
801,821,3,4
802,849,9,4
806,829,7,2
808,832,6,4
825,837,10,5
833,851,7,6
819,843,5,6
805,837,4,5
813,843,1,3
826,854,2,7
802,824,8,5
832,852,2,4
834,855,4,3
813,834,5,10
825,848,5,3
801,842,9,7
804,827,6,7
838,854,4,9
816,832,5,2
820,852,1,4
809,852,7,1
807,844,9,10
802,840,2,9
816,858,5,7
806,830,6,7
820,852,10,9
813,849,1,6
816,833,10,2
827,849,5,6
827,845,2,8
806,852,4,7
802,858,8,10
832,848,2,10
803,839,2,6
808,850,1,10
840,859,7,5
810,841,9,5
801,850,5,3
817,845,10,2
835,857,1,9
821,850,10,9
818,846,5,8
808,833,7,3
843,859,7,6
808,827,4,7
802,840,9,7
807,820,7,3
816,857,1,9
830,851,5,2
804,832,3,8
805,814,7,5
816,836,3,2
807,841,6,4
824,855,9,1
809,822,6,2
822,859,8,9
812,855,4,8
841,856,10,4
806,834,6,5
807,852,6,5
808,835,9,4
834,848,7,10
800,837,8,1
800,814,5,7
808,847,2,10
846,857,4,1
800,816,3,5
822,845,2,7
821,854,7,3
800,835,10,2
814,837,9,1
801,822,1,2
800,858,3,7
814,848,1,7
811,849,3,4
828,859,8,2
817,839,2,1
828,857,4,7
800,819,8,1
833,856,9,5
817,836,8,1
813,836,4,9
800,842,10,7
801,827,7,10
815,840,2,6
818,845,8,10
815,857,5,9
804,836,4,7
816,848,3,7
813,859,8,6
820,847,10,5
836,859,5,1
803,820,7,9
813,853,4,8
810,851,6,8
804,853,3,9
802,833,4,2
812,843,8,2
830,851,5,4
836,856,1,9
816,849,5,7
833,858,2,9
822,847,1,8
810,856,3,2
811,841,8,10
804,817,10,7
803,843,9,8
825,852,9,2
828,847,3,5
816,858,1,8
827,835,8,10
803,825,8,6
831,855,2,5
831,859,5,8
808,858,7,10
807,826,7,1
803,840,2,9
818,847,6,2
815,853,10,6
802,836,7,6
824,847,2,7
801,857,6,7
816,834,7,1
811,847,6,7
804,854,10,5
800,851,1,9
826,858,6,10
818,845,10,4
811,859,7,9
804,823,3,6
807,859,2,7
