632
825,839,6,5
833,844,7,10
802,843,4,1
834,859,3,10
818,854,6,9
802,856,8,3
808,838,5,6
835,855,3,9
800,815,6,2
826,844,6,7
809,841,9,8
821,835,2,6
829,844,2,7
821,836,6,4
801,848,4,1
806,848,3,10
804,830,7,6
825,851,7,6
819,851,5,4
804,817,5,4
809,848,1,10
827,848,6,2
804,852,5,2
823,849,10,4
814,833,10,8
822,858,6,9
813,835,5,1
838,859,9,10
813,847,9,7
822,846,2,8
814,832,2,1
809,851,4,10
812,853,3,5
814,826,7,9
820,834,8,5
814,840,10,6
806,843,3,1
836,850,2,7
800,852,3,4
804,831,4,2
810,838,5,2
831,850,8,4
813,844,1,7
827,855,6,2
814,835,8,5
824,847,8,2
802,837,6,4
832,851,5,10
816,835,8,7
819,853,1,3
830,858,8,5
824,853,9,3
802,859,8,5
832,855,10,2
817,841,4,8
811,828,7,1
829,843,1,2
800,840,2,6
809,846,2,9
813,834,5,8
824,843,8,1
810,845,3,10
803,852,4,7
805,846,5,3
815,842,3,5
808,852,10,8
811,826,6,4
802,831,4,3
800,852,6,9
804,838,8,9
804,846,6,1
808,853,6,1
819,843,9,7
814,859,1,8
805,838,3,9
825,845,10,1
805,852,9,1
835,851,5,2
808,853,2,4
806,855,9,6
826,843,8,10
821,856,9,2
839,858,5,3
802,821,5,4
818,842,3,6
819,839,9,1
823,846,8,5
837,854,4,8
830,854,7,4
813,836,1,6
813,855,5,2
824,842,4,2
818,835,6,7
800,828,3,10
839,857,6,8
821,839,9,7
817,842,10,2
810,851,4,7
811,843,2,5
802,823,10,7
811,856,3,6
814,839,10,4
810,854,3,10
839,851,9,8
801,833,9,10
805,854,7,1
816,835,9,3
800,825,2,3
815,852,3,10
839,859,7,5
807,831,6,10
827,847,1,9
802,845,8,6
810,840,10,1
811,856,1,6
836,848,7,8
814,841,3,2
829,852,2,10
813,858,4,6
827,849,1,8
824,843,7,2
801,831,2,9
808,838,3,6
805,827,4,2
831,852,7,3
832,855,8,1
804,831,1,10
839,851,4,1
814,858,7,6
814,838,7,6
841,857,3,9
834,850,5,8
827,853,1,5
800,817,9,7
823,855,4,9
826,847,8,10
804,840,3,6
818,833,9,7
800,825,9,7
809,837,10,2
836,845,9,10
813,855,1,9
800,824,2,7
817,835,4,6
829,854,6,3
813,857,6,9
805,858,1,3
804,853,2,9
819,846,10,2
828,849,10,1
820,831,10,6
817,848,4,3
825,859,1,6
808,827,1,8
804,836,6,9
826,851,9,10
809,843,10,7
817,836,5,1
805,838,7,5
804,820,3,8
806,823,10,6
823,853,10,5
810,846,9,8
822,839,8,5
805,857,5,8
829,854,1,4
821,844,5,9
813,844,4,9
800,820,8,1
808,858,2,9
801,813,10,7
832,850,9,6
820,841,7,1
836,857,3,4
803,830,1,7
809,836,6,10
820,850,3,2
823,836,6,8
815,854,9,1
815,848,6,4
823,846,9,6
805,858,7,9
807,823,7,2
802,836,4,2
803,851,10,2
801,837,3,5
832,838,6,10
844,858,8,9
821,849,2,10
832,856,2,1
809,820,10,9
804,852,10,1
807,853,1,7
823,854,4,8
832,844,3,7
814,833,8,4
820,844,4,2
811,839,9,4
804,825,10,4
833,859,10,5
814,853,5,6
810,843,10,5
803,835,3,6
801,851,10,3
832,852,6,2
800,853,2,9
817,844,3,10
825,858,3,2
837,856,6,9
808,845,7,9
824,849,1,4
821,838,3,10
814,857,3,1
837,848,8,9
806,826,2,9
810,844,1,8
805,833,10,3
816,836,1,3
815,855,4,1
808,823,7,10
838,855,6,2
817,835,1,8
801,855,4,1
804,820,3,7
804,847,1,9
800,839,6,7
818,837,4,10
821,853,9,1
836,848,7,6
822,838,3,5
818,822,5,1
812,856,7,3
803,829,8,6
845,855,1,4
816,841,8,9
810,830,3,2
803,848,2,9
816,834,9,2
803,842,1,8
812,836,1,6
803,826,8,5
806,841,1,6
804,838,5,1
819,856,3,6
807,845,9,8
810,828,7,8
828,846,8,6
815,829,7,5
829,859,7,1
812,847,3,6
801,843,9,4
809,841,10,7
801,848,9,5
808,851,5,6
803,848,2,4
823,851,3,10
809,844,7,8
808,846,9,5
802,855,3,6
823,859,5,10
831,852,7,1
811,842,9,7
843,857,1,2
808,854,1,6
805,841,9,1
830,855,3,1
819,844,5,3
808,836,10,6
814,846,9,2
814,847,8,9
803,838,3,2
822,851,10,7
805,857,6,3
815,835,5,2
815,856,10,2
825,840,7,2
801,835,1,9
808,826,2,5
829,852,2,5
811,858,1,10
807,856,4,7
822,852,5,10
821,840,2,1
824,834,9,8
800,839,8,1
832,859,7,4
827,842,5,2
824,839,8,6
807,840,2,7
824,847,8,1
818,842,2,4
814,842,4,9
818,852,3,2
826,855,6,8
810,855,9,10
813,851,4,7
808,842,10,8
806,854,4,1
823,835,7,5
832,855,6,9
824,856,6,8
819,848,6,8
804,833,5,1
821,835,6,8
845,855,9,10
821,856,5,2
836,854,2,5
835,848,9,7
803,856,8,6
808,829,10,3
808,836,5,7
823,850,7,4
829,853,1,5
835,849,8,2
807,846,8,6
808,850,8,7
911,956,1,5
902,931,5,6
912,942,10,3
907,928,4,7
909,945,4,7
934,959,7,1
900,957,9,1
905,929,4,3
909,938,1,3
907,943,10,9
911,953,4,2
914,935,9,7
923,938,7,9
909,922,2,8
927,946,3,1
906,927,6,7
923,948,9,1
912,937,2,4
912,936,6,4
939,958,9,4
920,933,6,7
939,955,7,10
922,955,5,6
902,959,5,2
933,955,3,2
900,923,7,10
936,951,3,8
911,926,6,2
908,927,5,8
918,940,2,9
916,931,8,6
907,918,7,8
929,959,1,3
901,946,10,7
937,959,7,6
928,958,9,3
904,936,9,10
908,944,1,10
922,946,8,9
902,917,2,6
904,940,6,2
907,920,9,7
908,959,2,5
901,947,3,5
905,952,4,3
900,935,1,9
917,942,6,2
905,923,5,7
942,956,2,7
900,958,7,3
902,931,6,1
930,954,10,7
915,928,7,3
906,919,8,10
927,955,5,3
901,936,4,1
912,918,1,4
916,958,8,1
922,953,1,3
915,956,7,3
904,938,2,10
917,939,5,9
935,956,1,6
937,952,7,10
930,954,9,2
901,932,3,8
926,947,1,7
900,914,8,9
906,913,5,4
931,950,6,4
923,929,1,4
929,954,5,3
903,930,1,4
926,943,10,3
950,957,10,9
927,936,5,7
916,937,8,10
921,952,2,9
923,951,3,5
910,958,9,2
909,927,7,4
922,951,2,1
920,952,9,7
933,952,4,1
900,953,6,4
925,953,9,8
915,941,1,9
913,944,9,3
917,959,4,2
900,941,10,8
929,948,5,8
936,958,4,8
922,949,8,3
939,954,8,9
919,948,10,7
935,957,9,7
902,926,4,1
909,929,8,4
910,945,6,4
904,954,4,7
935,959,3,6
918,935,8,4
922,939,10,2
900,933,1,2
904,919,6,4
904,922,10,9
905,948,2,9
911,950,3,6
913,936,5,10
924,952,3,5
918,941,8,1
926,947,9,6
938,950,2,1
903,958,7,1
923,940,5,10
904,923,3,5
903,920,7,5
913,948,3,8
923,942,4,9
912,945,5,2
901,937,6,4
926,939,9,7
927,958,1,5
901,929,9,8
925,948,4,1
920,953,4,6
916,957,2,7
913,948,7,4
920,951,3,4
916,959,9,8
904,955,6,1
906,936,10,7
903,927,7,5
913,939,3,4
905,951,9,3
910,930,8,6
933,959,7,3
926,956,7,3
926,942,8,9
910,953,4,2
943,959,5,3
922,956,6,3
911,955,8,1
907,927,2,6
909,929,9,3
913,946,5,2
903,955,1,5
931,949,9,5
907,917,7,9
944,957,5,6
925,942,1,7
921,948,2,1
918,938,4,10
905,949,10,2
903,943,9,7
921,938,3,4
923,959,9,5
900,958,5,1
936,951,6,5
944,948,10,6
918,952,2,6
910,957,4,7
915,946,5,4
900,959,9,5
923,955,9,5
924,949,7,9
922,933,10,7
929,942,7,8
907,932,9,1
909,936,6,10
929,953,4,8
901,954,8,6
913,947,3,1
901,942,2,3
900,954,5,6
931,951,8,2
916,950,2,10
918,950,6,5
922,942,5,10
915,958,2,7
917,938,7,5
920,947,1,9
932,940,8,10
905,945,8,10
905,954,9,4
910,939,3,10
908,949,6,4
906,936,3,5
921,941,7,2
927,957,1,6
909,937,8,4
903,917,1,4
941,956,2,7
901,950,5,2
900,936,5,10
900,940,6,9
917,935,6,2
907,936,5,8
910,949,3,9
911,952,2,3
900,939,10,5
909,954,7,1
931,955,2,5
910,931,6,10
907,925,4,10
923,946,6,10
909,937,3,10
928,955,4,10
910,947,1,6
913,928,4,5
905,944,2,3
930,958,7,5
902,925,7,9
917,951,7,1
904,924,7,3
920,938,5,9
900,926,9,3
937,958,8,9
901,952,8,10
902,930,3,6
936,959,8,7
902,943,2,1
906,930,3,2
905,938,10,1
913,940,9,4
903,934,2,6
902,935,7,4
901,920,10,3
904,942,9,6
905,926,2,7
941,949,9,10
906,918,5,8
918,940,1,2
933,952,5,10
918,953,7,9
918,934,7,10
938,942,10,6
915,953,10,1
906,932,10,7
909,940,3,8
903,953,1,2
926,949,8,1
927,955,4,10
901,926,3,6
921,925,1,5
908,919,6,5
906,947,3,2
912,930,4,10
906,934,7,10
926,953,7,6
907,939,9,3
901,925,8,3
900,918,7,4
916,940,10,2
924,946,10,7
907,931,8,6
908,937,1,9
906,944,9,5
912,931,7,10
929,942,10,7
907,935,4,6
919,939,10,1
901,934,3,7
934,950,5,7
902,935,10,1
918,942,4,5
916,956,6,1
931,945,5,10
922,957,6,2
908,951,5,6
926,956,4,6
923,952,7,9
918,951,8,6
902,935,2,3
907,955,1,2
904,925,9,1
905,918,1,4
913,939,8,1
901,907,6,10
902,953,9,1
911,937,8,10
935,957,1,9
905,950,5,8
916,942,7,4
920,946,2,6
912,950,3,1
915,937,1,4
922,935,4,1
909,949,2,8
935,958,4,7
912,958,10,3
912,953,2,10
904,921,6,4
907,913,5,4
907,956,1,4
927,954,5,3
904,930,10,2
900,940,2,3
900,950,5,7
914,956,7,4
902,948,4,1
904,935,4,3
940,951,4,5
915,959,7,4
904,957,6,4
913,943,10,8
909,927,1,7
936,951,5,8
910,949,3,6
933,957,5,6
914,932,4,10
920,940,5,6
904,952,9,10
909,955,4,3
921,933,1,5
925,953,7,5
